"GEO_ID","NAME","B19013B_001E","B19013B_001EA","B19013B_001M","B19013B_001MA",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","41616","null","12827","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","41684","null","27258","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","58661","null","48102","null",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","36382","null","20139","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","78438","null","75951","null",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","58625","null","18508","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","47975","null","40934","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","68155","null","24695","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","136336","null","33348","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","31881","null","9862","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","56029","null","35156","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","32629","null","23189","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","47813","null","39326","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","40224","null","7121","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","31600","null","22700","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","86307","null","20186","null",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","68080","null","11347","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","56771","null","52059","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","61058","null","44191","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","52969","null","35726","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","36977","null","36920","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","174167","null","71026","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","44826","null","17169","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","46553","null","8600","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","44115","null","14633","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","60554","null","8967","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","37054","null","15623","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","41002","null","1857","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","52361","null","17268","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","22333","null","20748","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","40870","null","20664","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","35313","null","28320","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","42031","null","17846","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","64375","null","60615","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107001","Census Tract 1070.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107002","Census Tract 1070.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","36083","null","8497","null",
"1400000US04013107401","Census Tract 1074.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107402","Census Tract 1074.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107403","Census Tract 1074.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107404","Census Tract 1074.04, Maricopa County, Arizona","21189","null","2233","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","26827","null","19145","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","213036","null","190304","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","37993","null","11127","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","34511","null","11102","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","33983","null","4391","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","30750","null","7227","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","40503","null","21201","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","26144","null","5920","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","46328","null","43557","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","27381","null","14568","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109401","Census Tract 1094.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109402","Census Tract 1094.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","44489","null","17025","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","69071","null","11085","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","36750","null","26825","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","78614","null","1161","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","71250","null","19849","null",
"1400000US04013109706","Census Tract 1097.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109707","Census Tract 1097.07, Maricopa County, Arizona","40132","null","36716","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","41397","null","12600","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","41250","null","1292","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","40388","null","39337","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","63214","null","39066","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","77786","null","44535","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","51189","null","9365","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","88512","null","57580","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","47926","null","28095","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","38085","null","19897","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","28406","null","12725","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","31500","null","11452","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","88313","null","86616","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","63603","null","8916","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","42109","null","25571","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","57375","null","16216","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","49524","null","48958","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","45759","null","5882","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","50125","null","31446","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","46532","null","1173","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","19314","null","18927","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","45966","null","36685","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","21944","null","18382","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","35357","null","8077","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","58899","null","30410","null",
"1400000US04013112515","Census Tract 1125.15, Maricopa County, Arizona","65807","null","9407","null",
"1400000US04013112516","Census Tract 1125.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112517","Census Tract 1125.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112518","Census Tract 1125.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112519","Census Tract 1125.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112520","Census Tract 1125.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112521","Census Tract 1125.21, Maricopa County, Arizona","44348","null","18716","null",
"1400000US04013112522","Census Tract 1125.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112523","Census Tract 1125.23, Maricopa County, Arizona","61000","null","44554","null",
"1400000US04013112524","Census Tract 1125.24, Maricopa County, Arizona","37774","null","18474","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","118750","null","43686","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113204","Census Tract 1132.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113301","Census Tract 1133.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","25365","null","11532","null",
"1400000US04013113503","Census Tract 1135.03, Maricopa County, Arizona","52986","null","22313","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","36741","null","19853","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","28801","null","3177","null",
"1400000US04013113701","Census Tract 1137.01, Maricopa County, Arizona","44335","null","7186","null",
"1400000US04013113702","Census Tract 1137.02, Maricopa County, Arizona","47986","null","38275","null",
"1400000US04013113800","Census Tract 1138, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","25691","null","10268","null",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","38219","null","28175","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","61528","null","28470","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","26406","null","9954","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","28015","null","7995","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","52059","null","49764","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114704","Census Tract 1147.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114705","Census Tract 1147.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","26029","null","3921","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","-","-","**","**",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","48235","null","16907","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","22096","null","9651","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","41176","null","39008","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","-","-","**","**",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","43264","null","25258","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","-","-","**","**",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","39875","null","26819","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","18750","null","10701","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","54160","null","2082","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","25893","null","21968","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","36627","null","22301","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","88750","null","1021","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","44341","null","12380","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","53417","null","29741","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","64375","null","42640","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","82845","null","73596","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","92344","null","41487","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","88712","null","31857","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","78716","null","14608","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","105888","null","39990","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","79120","null","44151","null",
"1400000US04013116614","Census Tract 1166.14, Maricopa County, Arizona","104375","null","12667","null",
"1400000US04013116615","Census Tract 1166.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116616","Census Tract 1166.16, Maricopa County, Arizona","81779","null","69633","null",
"1400000US04013116617","Census Tract 1166.17, Maricopa County, Arizona","62813","null","26414","null",
"1400000US04013116618","Census Tract 1166.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116619","Census Tract 1166.19, Maricopa County, Arizona","81636","null","15652","null",
"1400000US04013116620","Census Tract 1166.20, Maricopa County, Arizona","68500","null","23093","null",
"1400000US04013116621","Census Tract 1166.21, Maricopa County, Arizona","44643","null","11383","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","122804","null","21194","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","66318","null","18633","null",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","76147","null","21346","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","105583","null","40804","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","105125","null","84619","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","36914","null","9594","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","59938","null","19686","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","101314","null","53856","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","36458","null","18702","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","46281","null","21047","null",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","171136","null","85716","null",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","155054","null","128584","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116734","Census Tract 1167.34, Maricopa County, Arizona","100398","null","26643","null",
"1400000US04013116735","Census Tract 1167.35, Maricopa County, Arizona","47830","null","37539","null",
"1400000US04013116736","Census Tract 1167.36, Maricopa County, Arizona","41563","null","39018","null",
"1400000US04013116737","Census Tract 1167.37, Maricopa County, Arizona","83750","null","60027","null",
"1400000US04013116738","Census Tract 1167.38, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","40458","null","15791","null",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","56695","null","1791","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","-","-","**","**",
