"GEO_ID","NAME","B19013F_001E","B19013F_001EA","B19013F_001M","B19013F_001MA",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","21680","null","21401","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","65982","null","59179","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","56333","null","26451","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","43750","null","26233","null",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","36311","null","26708","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","67733","null","55195","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","16489","null","978","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","20917","null","7418","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","47705","null","44481","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","90463","null","34027","null",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","32269","null","15667","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","59737","null","11590","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","42794","null","27218","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","73292","null","18141","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","95563","null","59873","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","49453","null","19588","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","18750","null","16752","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","115841","null","37385","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","76250","null","53426","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","61974","null","20090","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","75764","null","2056","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","75294","null","38759","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","26311","null","932","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","38889","null","12906","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","46383","null","5793","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","55000","null","43485","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","49020","null","27838","null",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","28633","null","13692","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","86021","null","35419","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","111250","null","2431","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","81741","null","8702","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","74712","null","62735","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","66375","null","7175","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","23594","null","6572","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","36215","null","10128","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","15990","null","4753","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","81875","null","21186","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","81806","null","7649","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","54154","null","30763","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","25313","null","11522","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","41398","null","581","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","76518","null","29781","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","38404","null","25894","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","191823","null","126600","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","68611","null","9717","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","39688","null","10626","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107001","Census Tract 1070.01, Maricopa County, Arizona","124572","null","31607","null",
"1400000US04013107002","Census Tract 1070.02, Maricopa County, Arizona","26910","null","23708","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","63011","null","6105","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","58268","null","10472","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","53542","null","27072","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","61103","null","32319","null",
"1400000US04013107401","Census Tract 1074.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107402","Census Tract 1074.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107403","Census Tract 1074.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107404","Census Tract 1074.04, Maricopa County, Arizona","19053","null","721","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","-","-","**","**",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","68227","null","31828","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","34556","null","30212","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","67875","null","37675","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","60625","null","14660","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","92344","null","39522","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","64479","null","15887","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","46375","null","36154","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","50313","null","13623","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","60731","null","5750","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","38774","null","949","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","167560","null","166257","null",
"1400000US04013109401","Census Tract 1094.01, Maricopa County, Arizona","108733","null","60346","null",
"1400000US04013109402","Census Tract 1094.02, Maricopa County, Arizona","65833","null","41303","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","92634","null","21018","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","44395","null","16022","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","38750","null","17555","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","60417","null","24343","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","67604","null","35833","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","32250","null","14963","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","40938","null","12298","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","72222","null","57378","null",
"1400000US04013109706","Census Tract 1097.06, Maricopa County, Arizona","34638","null","18068","null",
"1400000US04013109707","Census Tract 1097.07, Maricopa County, Arizona","32347","null","14907","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","51563","null","24740","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","94712","null","35297","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","60986","null","12080","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","86429","null","42285","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","73482","null","61440","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","41964","null","25533","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","52875","null","32178","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","53393","null","35456","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","56875","null","30192","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","25875","null","1996","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","77500","null","46715","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","53750","null","28330","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","49938","null","18175","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","28906","null","19823","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","62708","null","3881","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","36667","null","18742","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","27563","null","13747","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","-","-","**","**",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","59792","null","17608","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","60513","null","20174","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","51500","null","42763","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","37243","null","32330","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","44322","null","16288","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","71528","null","49722","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","82344","null","23508","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","47317","null","9640","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","53846","null","39811","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","80878","null","21143","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","96092","null","3658","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","73448","null","17904","null",
"1400000US04013112515","Census Tract 1125.15, Maricopa County, Arizona","88250","null","70523","null",
"1400000US04013112516","Census Tract 1125.16, Maricopa County, Arizona","54750","null","41043","null",
"1400000US04013112517","Census Tract 1125.17, Maricopa County, Arizona","90781","null","5278","null",
"1400000US04013112518","Census Tract 1125.18, Maricopa County, Arizona","91429","null","29472","null",
"1400000US04013112519","Census Tract 1125.19, Maricopa County, Arizona","41034","null","4239","null",
"1400000US04013112520","Census Tract 1125.20, Maricopa County, Arizona","57440","null","48532","null",
"1400000US04013112521","Census Tract 1125.21, Maricopa County, Arizona","45360","null","9208","null",
"1400000US04013112522","Census Tract 1125.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013112523","Census Tract 1125.23, Maricopa County, Arizona","30756","null","24261","null",
"1400000US04013112524","Census Tract 1125.24, Maricopa County, Arizona","35054","null","32573","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","27407","null","7914","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","45595","null","13886","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","62917","null","41516","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","28558","null","13827","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","20388","null","6445","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113204","Census Tract 1132.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113301","Census Tract 1133.01, Maricopa County, Arizona","18700","null","4576","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","28427","null","4738","null",
"1400000US04013113503","Census Tract 1135.03, Maricopa County, Arizona","51587","null","28037","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","60694","null","56159","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113701","Census Tract 1137.01, Maricopa County, Arizona","30164","null","18607","null",
"1400000US04013113702","Census Tract 1137.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113800","Census Tract 1138, Maricopa County, Arizona","-","-","**","**",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","26296","null","14312","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","59402","null","12838","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","65733","null","44460","null",
"1400000US04013114704","Census Tract 1147.04, Maricopa County, Arizona","23833","null","986","null",
"1400000US04013114705","Census Tract 1147.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","49375","null","34581","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","18664","null","3230","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","25000","null","15842","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","47031","null","39902","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","47143","null","30269","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","39022","null","5863","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","65313","null","29810","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","-","-","**","**",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","33306","null","4285","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","91250","null","53068","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","2,500-","2,500-","***","***",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","63199","null","29545","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","51157","null","19737","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","43594","null","17953","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","53641","null","34410","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","53056","null","36715","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","70906","null","16577","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","82929","null","10869","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","28060","null","19091","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","78867","null","7698","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","148929","null","118497","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","90813","null","26708","null",
"1400000US04013116614","Census Tract 1166.14, Maricopa County, Arizona","49340","null","26095","null",
"1400000US04013116615","Census Tract 1166.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116616","Census Tract 1166.16, Maricopa County, Arizona","74493","null","49687","null",
"1400000US04013116617","Census Tract 1166.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116618","Census Tract 1166.18, Maricopa County, Arizona","88373","null","1122","null",
"1400000US04013116619","Census Tract 1166.19, Maricopa County, Arizona","91103","null","44661","null",
"1400000US04013116620","Census Tract 1166.20, Maricopa County, Arizona","62277","null","10930","null",
"1400000US04013116621","Census Tract 1166.21, Maricopa County, Arizona","113005","null","28333","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","86667","null","75691","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","117902","null","72936","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","185705","null","8650","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","106833","null","41728","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116734","Census Tract 1167.34, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116735","Census Tract 1167.35, Maricopa County, Arizona","43220","null","36871","null",
"1400000US04013116736","Census Tract 1167.36, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116737","Census Tract 1167.37, Maricopa County, Arizona","135492","null","39075","null",
"1400000US04013116738","Census Tract 1167.38, Maricopa County, Arizona","78875","null","32759","null",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","-","-","**","**",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","-","-","**","**",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","26375","null","17620","null",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","137917","null","91817","null",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","-","-","**","**",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","-","-","**","**",
